Acropora2085	K17597
Acropora84912	K23342
Acropora32815	K24936
Acropora70765	K16604
Acropora18201	K20198
Acropora15368	K19326
Acropora26230	K01952
Acropora363	K03320
Acropora23840	K24537
Acropora9481	K00685
Acropora10413	K13175
Acropora13124	K16312
Acropora10743	K17778
Acropora3809	K25731
Acropora27253	K02327
Acropora3922	K00654
Acropora29599	K02924
Acropora462	K01895
Acropora67640	K10866
Acropora29015	K19362
Acropora10982	K00710
Acropora87236	K01135
Acropora41083	K24509
Acropora43325	K01599
Acropora86717	K09458
Acropora38645	K01074
Acropora53610	K21248
Acropora568	K16344
Acropora16594	K07374
Acropora57749	K01769
Acropora45358	K10153
Acropora61558	K03364
Acropora68942	K17943
Acropora82429	K04345
Acropora52690	K04600
Acropora16965	K23619
Acropora64888	K14455
Acropora54656	K03362
Acropora7393	K25554
Acropora29470	K11699
Acropora90085	K07300
Acropora14816	K02997
Acropora80876	K01647
Acropora92831	K14963
Acropora58355	K15085
Acropora11141	K18025
Acropora823	K00799
Acropora3465	K02866
Acropora2323	K03248
Acropora27906	K07512
Acropora54017	K08815
Acropora132	K17254
Acropora20176	K03231
Acropora952	K18622
Acropora34507	K11592
Acropora23806	K01922
Acropora92049	K10392
Acropora22618	K04930
Acropora31395	K19757
Acropora2836	K17907
Acropora15194	K04428
Acropora43886	K12856
Acropora48821	K04593
Acropora55310	K22990
Acropora54255	K00088
Acropora34866	K13412
Acropora25645	K23296
Acropora30427	K21842
Acropora62832	K19751
Acropora31572	K16607
Acropora13505	K04077
Acropora46233	K00923
Acropora4853	K15105
Acropora12520	K17566
Acropora41070	K08670
Acropora19880	K04550
Acropora15534	K18422
Acropora2260	K00844
Acropora1185	K09604
Acropora54142	K12392
Acropora4501	K08681
Acropora30352	K02327
Acropora20599	K03033
Acropora46198	K24015
Acropora71252	K14855
Acropora80448	K22900
Acropora17540	K19192
Acropora66772	K09219
Acropora4218	K11650
Acropora8913	K26165
Acropora3753	K10355
Acropora6719	K13152
Acropora37842	K26163
Acropora42492	K15046
Acropora27611	K23342
Acropora91044	K05677
Acropora9636	K04139
Acropora41274	K24837
Acropora8955	K24768
Acropora1368	K03899
Acropora20986	K24741
Acropora18185	K17606
Acropora32546	K16726
Acropora68120	K20404
Acropora18138	K02541
Acropora45605	K05660
Acropora9673	K07937
Acropora11905	K20315
Acropora38475	K10380
Acropora5962	K17591
Acropora10480	K08360
Acropora27853	K01179
Acropora11678	K15712
Acropora4400	K02927
Acropora2170	K01053
Acropora25975	K06063
Acropora51920	K12403
Acropora27506	K08043
Acropora63502	K00444
Acropora52602	K10739
Acropora8348	K01251
Acropora23928	K01597
Acropora23100	K07393
Acropora25165	K05349
Acropora73916	K17914
Acropora3671	K02865
Acropora8596	K23934
Acropora3271	K26163
Acropora6359	K02958
Acropora13289	K01135
Acropora23335	K12384
Acropora50639	K03144
Acropora6517	K19400
Acropora66375	K00700
Acropora27646	K10569
Acropora24647	K06252
Acropora80341	K13133
Acropora58877	K07565
Acropora51154	K13752
Acropora4601	K11843
Acropora50125	K01689
Acropora6095	K16848
Acropora46868	K09381
Acropora2989	K04487
Acropora246	K02915
Acropora720	K23544
Acropora11402	K00846
Acropora33797	K17690
Acropora82879	K04739
Acropora6969	K24469
Acropora4448	K09660
Acropora26537	K15720
Acropora13854	K10770
Acropora62498	K06824
Acropora5984	K11989
Acropora73048	K10389
Acropora47296	K04040
Acropora45108	K04892
Acropora33089	K00326
Acropora53247	K04908
Acropora23655	K03265
Acropora18862	K20217
Acropora77870	K00698
Acropora14629	K00472
Acropora21116	K14567
Acropora28200	K21763
Acropora20380	K14168
Acropora13794	K08334
Acropora51788	K13983
Acropora89842	K24755
Acropora70477	K00029
Acropora57009	K04886
Acropora25567	K02030
Acropora18491	K02830
Acropora5059	K04567
Acropora54907	K09679
Acropora90186	K00855
Acropora30231	K05657
Acropora44347	K21411
Acropora29146	K08606
Acropora26686	K06058
Acropora3649	K03014
Acropora39703	K20347
Acropora17807	K10414
Acropora91925	K08493
Acropora21181	K19323
Acropora21224	K23893
Acropora8098	K09188
Acropora4252	K02375
Acropora31660	K10478
Acropora10284	K05631
Acropora5349	K22940
Acropora32077	K10446
Acropora27325	K24652
Acropora31370	K07937
Acropora61784	K24427
Acropora37056	K12837
Acropora4226	K06754
Acropora43237	K17341
Acropora24718	K02155
Acropora85233	K15306
Acropora7104	K11778
Acropora19898	K05665
Acropora78229	K01294
Acropora57072	K04125
Acropora93855	K19402
Acropora56248	K01955
Acropora64241	K11536
Acropora7605	K19196
Acropora16568	K05901
Acropora4344	K17781
Acropora88053	K16586
Acropora24853	K15188
Acropora3042	K07197
Acropora9097	K24887
Acropora1847	K03029
Acropora91943	K06642
Acropora10007	K12229
Acropora35476	K05123
Acropora91413	K09867
Acropora11010	K25607
Acropora687	K10454
Acropora26931	K14620
Acropora26363	K18263
Acropora3515	K04802
Acropora14699	K07921
Acropora1918	K20520
Acropora29253	K05658
Acropora7291	K04860
Acropora16574	K17816
Acropora28546	K00753
Acropora15731	K23882
Acropora1328	K12837
Acropora33250	K24734
Acropora52269	K03696
Acropora37316	K11798
Acropora10707	K24749
Acropora16904	K10357
Acropora20418	K11853
Acropora62380	K06248
Acropora52912	K03456
Acropora2053	K03953
Acropora3161	K17356
Acropora68163	K04888
Acropora10737	K10392
Acropora6512	K02091
Acropora6869	K17796
Acropora2412	K15728
Acropora3339	K01251
Acropora36874	K01687
Acropora26965	K14832
Acropora35528	K10408
Acropora32241	K14638
Acropora1498	K04505
Acropora16115	K06225
Acropora15637	K00931
Acropora25079	K08997
Acropora85254	K25894
Acropora86629	K00889
Acropora2276	K08870
Acropora13171	K06820
Acropora13926	K07739
Acropora40836	K21877
Acropora7042	K14564
Acropora5111	K11487
Acropora4340	K25788
Acropora8858	K13748
Acropora28832	K12854
Acropora55976	K06640
Acropora22193	K23929
Acropora19785	K23739
Acropora53849	K04392
Acropora11086	K00327
Acropora36627	K11499
Acropora89644	K04367
Acropora51185	K24224
Acropora8914	K12397
Acropora2599	K22403
Acropora54382	K23013
Acropora47139	K16586
Acropora24492	K06819
Acropora6195	K03737
Acropora8650	K23624
Acropora3255	K17383
Acropora21131	K03737
Acropora52584	K22763
Acropora21785	K26163
Acropora71379	K05662
Acropora22428	K06269
Acropora50621	K13095
Acropora9235	K13917
Acropora12113	K02906
Acropora18925	K00485
Acropora71270	K14803
Acropora2203	K01784
Acropora12484	K14648
Acropora33829	K26600
Acropora36898	K24469
Acropora14454	K07541
Acropora48147	K14026
Acropora12682	K08745
Acropora80427	K08857
Acropora4042	K19478
Acropora62724	K04919
Acropora20725	K11348
Acropora65302	K06269
Acropora45877	K11459
Acropora48364	K05088
Acropora61819	K07436
Acropora91089	K10408
Acropora19810	K02187
Acropora35176	K12492
Acropora41130	K05673
Acropora34341	K14411
Acropora24344	K22697
Acropora75061	K07752
Acropora5849	K02332
Acropora20452	K12815
Acropora63110	K08098
Acropora36516	K08375
Acropora18078	K07305
Acropora28091	K08798
Acropora1671	K05334
Acropora43187	K24070
Acropora5339	K03237
Acropora21533	K11584
Acropora58346	K03164
Acropora31566	K02030
Acropora1106	K00289
Acropora82194	K22503
Acropora5434	K13710
Acropora18234	K17350
Acropora20430	K00681
Acropora16559	K18270
Acropora5694	K06754
Acropora37118	K09773
Acropora40182	K07466
Acropora49769	K14206
Acropora9862	K15276
Acropora141	K02998
Acropora11283	K09365
Acropora62041	K04659
Acropora15520	K09863
Acropora21309	K20798
Acropora70004	K17499
Acropora7456	K12389
Acropora61641	K15266
Acropora50952	K00274
Acropora19506	K18270
Acropora4791	K05330
Acropora9443	K10408
Acropora13420	K17800
Acropora21185	K13699
Acropora35373	K23002
Acropora32612	K08868
Acropora47716	K03231
Acropora12711	K03809
Acropora8977	K01595
Acropora6385	K03006
Acropora2301	K07890
Acropora54160	K16573
Acropora3945	K06254
Acropora26282	K09848
Acropora17626	K17108
Acropora22661	K03386
Acropora51071	K00876
Acropora7487	K00621
Acropora89118	K15083
Acropora46247	K03070
Acropora81037	K17361
Acropora12679	K19366
Acropora89711	K10400
Acropora17114	K04532
Acropora24234	K07422
Acropora72683	K24255
Acropora10671	K20410
Acropora76557	K08711
Acropora17270	K00931
Acropora29893	K08624
Acropora16015	K07374
Acropora30458	K06228
Acropora18441	K08675
Acropora5799	K04370
Acropora33984	K24822
Acropora37157	K04594
Acropora41855	K17681
Acropora23964	K03403
Acropora2508	K01803
Acropora1575	K12800
Acropora44671	K04443
Acropora25889	K01952
Acropora93397	K16781
Acropora41966	K10409
Acropora46576	K15276
Acropora55441	K04550
Acropora11360	K05497
Acropora18206	K01082
Acropora28184	K15146
Acropora5242	K07881
Acropora11758	K17888
Acropora86026	K05313
Acropora42430	K03083
Acropora65969	K00826
Acropora48705	K03798
Acropora10657	K14970
Acropora62405	K10395
Acropora41270	K00265
Acropora66224	K09597
Acropora70694	K11805
Acropora9489	K02210
Acropora5869	K10636
Acropora67809	K00933
Acropora71709	K11577
Acropora92809	K22125
Acropora16169	K10773
Acropora7026	K02873
Acropora42384	K03715
Acropora1406	K01275
Acropora4562	K06624
Acropora5304	K10601
Acropora18652	K14985
Acropora18514	K24722
Acropora69089	K01535
Acropora1117	K11294
Acropora72443	K10799
Acropora33463	K26437
Acropora26438	K00915
Acropora13051	K07874
Acropora5830	K10080
Acropora9485	K00799
Acropora2972	K25742
Acropora33681	K05665
Acropora11311	K14015
Acropora31596	K16465
Acropora25532	K03321
Acropora57491	K01755
Acropora24122	K15559
Acropora6654	K20183
Acropora23069	K15259
Acropora53243	K08776
Acropora5666	K14568
Acropora73383	K17914
Acropora88837	K15371
Acropora3595	K00515
Acropora35680	K05655
Acropora31712	K10756
Acropora16397	K00626
Acropora40973	K09267
Acropora88179	K10408
Acropora37983	K14772
Acropora58870	K04554
Acropora72562	K04460
Acropora15611	K11304
Acropora67315	K18669
Acropora9302	K09486
Acropora25186	K00597
Acropora42820	K17509
Acropora3353	K18749
Acropora6365	K01065
Acropora3031	K17267
Acropora2980	K05502
Acropora12538	K03320
Acropora14616	K14291
Acropora11498	K05012
Acropora5193	K13212
Acropora6971	K03235
Acropora64460	K01358
Acropora3375	K06691
Acropora8271	K04134
Acropora5512	K25741
Acropora88854	K05695
Acropora74	K02984
Acropora58778	K03596
Acropora78762	K01897
Acropora50510	K26251
Acropora20133	K07203
Acropora15031	K08843
Acropora5494	K15449
Acropora4653	K07923
Acropora65116	K15013
Acropora5121	K14816
Acropora67879	K03364
Acropora22139	K01518
Acropora52759	K04984
Acropora6327	K04534
Acropora7751	K14709
Acropora535	K03283
Acropora10498	K24506
Acropora12317	K09458
Acropora16637	K00927
Acropora4156	K11292
Acropora561	K05695
Acropora66523	K14563
Acropora25822	K13295
Acropora44080	K06413
Acropora9998	K01135
Acropora84331	K01769
Acropora92646	K01301
Acropora8555	K11168
Acropora82051	K01814
Acropora66610	K16743
Acropora9006	K11862
Acropora19870	K12888
Acropora24411	K02183
Acropora16812	K05956
Acropora25787	K10885
Acropora26091	K06639
Acropora4138	K02599
Acropora81994	K03549
Acropora37273	K10448
Acropora646	K02131
Acropora43744	K01958
Acropora36508	K03164
Acropora53278	K03686
Acropora12286	K00799
Acropora37464	K00820
Acropora24640	K15287
Acropora26071	K21863
Acropora47400	K14289
Acropora2400	K03686
Acropora22897	K26503
Acropora73532	K10614
Acropora8103	K04531
Acropora6430	K09523
Acropora48181	K15113
Acropora44391	K17914
Acropora27191	K09057
Acropora76392	K11971
Acropora55094	K03164
Acropora41033	K11279
Acropora36656	K19361
Acropora44017	K17341
Acropora58047	K17573
Acropora518	K02183
Acropora31130	K05664
Acropora36004	K10358
Acropora7854	K23961
Acropora16480	K01907
Acropora17548	K06825
Acropora26589	K06721
Acropora82031	K05181
Acropora3815	K13448
Acropora2691	K13738
Acropora11554	K15595
Acropora15067	K22182
Acropora11528	K14529
Acropora47446	K07375
Acropora60171	K00645
Acropora35281	K15889
Acropora5652	K14713
Acropora14655	K24083
Acropora56554	K23286
Acropora24711	K03349
Acropora17289	K20655
Acropora18341	K01937
Acropora31226	K07376
Acropora36173	K04788
Acropora7962	K09292
Acropora64122	K03350
Acropora52296	K00873
Acropora48981	K05544
Acropora43976	K10394
Acropora23820	K13963
Acropora21584	K02984
Acropora23446	K14964
Acropora62748	K03094
Acropora7569	K02978
Acropora26883	K14318
Acropora41769	K18749
Acropora56126	K00557
Acropora23352	K21971
Acropora86356	K11253
Acropora7072	K10577
Acropora36786	K12035
Acropora45051	K08635
Acropora27047	K04416
Acropora23018	K17935
Acropora83669	K08850
Acropora10001	K04874
Acropora4263	K25092
Acropora80478	K17499
Acropora82237	K02995
Acropora24912	K08798
Acropora15796	K04426
Acropora685	K02136
Acropora2336	K01681
Acropora36749	K24734
Acropora16008	K09459
Acropora23126	K15033
Acropora91525	K10403
Acropora6146	K10799
Acropora11858	K11757
Acropora52724	K06636
Acropora45146	K00106
Acropora14514	K16754
Acropora48988	K17095
Acropora10267	K16669
Acropora30379	K07497
Acropora50087	K03657
Acropora23480	K05016
Acropora19484	K09877
Acropora61717	K16743
Acropora9339	K04499
Acropora36000	K03789
Acropora4078	K12189
Acropora5404	K00827
Acropora84681	K17459
Acropora30347	K15333
Acropora929	K03521
Acropora644	K08136
Acropora8785	K12733
Acropora36896	K16725
Acropora27201	K12132
Acropora83246	K00252
Acropora65582	K08139
Acropora36088	K24427
Acropora12055	K23860
Acropora28580	K10380
Acropora50772	K17592
Acropora81193	K15014
Acropora15949	K16727
Acropora10043	K01179
Acropora37159	K12830
Acropora5627	K07375
Acropora21526	K21435
Acropora6813	K09272
Acropora11730	K05605
Acropora16720	K01939
Acropora7913	K15516
Acropora14684	K00615
Acropora11563	K00851
Acropora1173	K22660
Acropora64184	K00611
Acropora53486	K03253
Acropora8503	K14306
Acropora58356	K10884
Acropora28124	K02732
Acropora22466	K22614
Acropora25387	K00020
Acropora66922	K13207
Acropora31281	K12812
Acropora13748	K12800
Acropora15600	K08817
Acropora7432	K10642
Acropora6851	K02870
Acropora64209	K11722
Acropora548	K09490
Acropora14236	K10754
Acropora7785	K09230
Acropora43642	K03575
Acropora11320	K02583
Acropora9867	K21413
Acropora21480	K05667
Acropora84423	K03231
Acropora13241	K02945
Acropora40590	K05657
Acropora9902	K11308
Acropora38881	K03320
Acropora14130	K12132
Acropora6227	K19911
Acropora11647	K20306
Acropora81433	K19755
Acropora2116	K06052
Acropora78684	K12373
Acropora16669	K01698
Acropora55923	K00688
Acropora11109	K03257
Acropora11066	K01908
Acropora6466	K17478
Acropora24667	K12450
Acropora10716	K25807
Acropora11346	K20182
Acropora51963	K00933
Acropora1245	K09705
Acropora46914	K06158
Acropora8215	K11699
Acropora17986	K02868
Acropora81728	K14561
Acropora27221	K11997
Acropora44959	K10408
Acropora1267	K00128
Acropora2735	K20396
Acropora8632	K10582
Acropora69233	K08622
Acropora38440	K00264
Acropora12864	K14445
Acropora10031	K06271
Acropora70701	K01200
Acropora73385	K08869
Acropora42648	K14620
Acropora52882	K04739
Acropora10430	K15259
Acropora1289	K03941
Acropora68691	K09332
Acropora34565	K24938
Acropora5655	K11831
Acropora31156	K16506
Acropora19987	K12829
Acropora27994	K01530
Acropora71588	K01229
Acropora3070	K15979
Acropora22002	K11135
Acropora75506	K00116
Acropora40247	K17506
Acropora79459	K14791
Acropora2356	K03249
Acropora47921	K12819
Acropora29256	K08202
Acropora65623	K03257
Acropora4497	K10534
Acropora7634	K13956
Acropora1557	K06756
Acropora10289	K12478
Acropora21266	K15680
Acropora63750	K01562
Acropora2985	K00010
Acropora16789	K21442
Acropora15942	K05931
Acropora8453	K12373
Acropora15325	K02168
Acropora92117	K17686
Acropora28441	K08375
Acropora9947	K15272
Acropora28417	K10455
Acropora85500	K12166
Acropora14459	K11182
Acropora16683	K17065
Acropora43956	K13429
Acropora47325	K09228
Acropora6332	K01280
Acropora3489	K05691
Acropora489	K16197
Acropora53940	K25700
Acropora13120	K08337
Acropora13818	K10366
Acropora11479	K24609
Acropora32878	K12852
Acropora4934	K22866
Acropora40521	K10396
Acropora6412	K11839
Acropora7135	K07937
Acropora88104	K08833
Acropora9550	K07555
Acropora76683	K06255
Acropora16924	K13177
Acropora39484	K01179
Acropora1680	K06753
Acropora1281	K03175
Acropora3824	K01596
Acropora1956	K11251
Acropora49686	K04780
Acropora1442	K12623
Acropora41667	K08869
Acropora80901	K04908
Acropora32927	K00333
Acropora19579	K04594
Acropora20289	K11672
Acropora6397	K17608
Acropora10296	K14327
Acropora19052	K04437
Acropora76883	K00145
Acropora4320	K03934
Acropora25672	K24788
Acropora69778	K11826
Acropora9951	K26229
Acropora57995	K04511
Acropora19638	K24183
Acropora16840	K04377
Acropora20174	K16196
Acropora41751	K14572
Acropora22440	K19680
Acropora2349	K11279
Acropora1472	K10051
Acropora11173	K17916
Acropora17893	K20473
Acropora38688	K24070
Acropora17958	K07375
Acropora25238	K08744
Acropora38570	K22769
Acropora9406	K14311
Acropora10861	K02901
Acropora42930	K10997
Acropora46530	K10457
Acropora50571	K10408
Acropora5559	K00637
Acropora71340	K10408
Acropora1939	K19478
Acropora38765	K15255
Acropora3704	K03028
Acropora28149	K04854
Acropora48483	K14191
Acropora15928	K20242
Acropora17286	K25857
Acropora52585	K07497
Acropora13729	K00249
Acropora85914	K14963
Acropora8086	K07903
Acropora46	K02900
Acropora47626	K06630
Acropora57637	K01358
Acropora21189	K19027
Acropora38912	K00128
Acropora46281	K14799
Acropora11936	K20689
Acropora33429	K03237
Acropora57014	K25207
Acropora67796	K01641
Acropora20076	K13412
Acropora1961	K02865
Acropora40185	K19382
Acropora53668	K08409
Acropora14897	K10592
Acropora27018	K19681
Acropora3448	K20399
Acropora14363	K11097
Acropora4704	K18463
Acropora8449	K20223
Acropora866	K06630
Acropora20891	K22858
Acropora46394	K10313
Acropora30258	K06252
Acropora16386	K16482
Acropora64029	K01530
Acropora3326	K25829
Acropora83308	K03860
Acropora17340	K14354
Acropora41225	K10397
Acropora42325	K10408
Acropora32850	K17341
Acropora72178	K22763
Acropora41211	K13575
Acropora43627	K01061
Acropora34401	K13291
Acropora12765	K11457
Acropora17224	K12495
Acropora14318	K15542
Acropora524	K11456
Acropora62465	K07893
Acropora7022	K20364
Acropora35764	K00876
Acropora44014	K01265
Acropora1759	K16578
Acropora26694	K09699
Acropora5572	K04638
Acropora45538	K17573
Acropora7129	K06772
Acropora35032	K24483
Acropora83221	K05126
Acropora3220	K04523
Acropora65036	K00451
Acropora26020	K24763
Acropora74251	K04392
Acropora673	K01866
Acropora1316	K13173
Acropora59494	K01883
Acropora69688	K10396
Acropora8604	K06819
Acropora19809	K10159
Acropora62729	K12419
Acropora29154	K17725
Acropora5044	K08791
Acropora24722	K04149
Acropora2426	K11089
Acropora15851	K17617
Acropora54353	K08827
Acropora20360	K08735
Acropora11431	K08288
Acropora4173	K03254
Acropora1899	K13855
Acropora50763	K12854
Acropora51198	K00688
Acropora3141	K23490
Acropora58090	K18065
Acropora9118	K17689
Acropora6550	K07374
Acropora3026	K03035
Acropora34374	K24070
Acropora5681	K17885
Acropora36932	K01379
Acropora13149	K03320
Acropora20160	K08281
Acropora25116	K14554
Acropora6482	K19177
Acropora1608	K03781
Acropora5393	K14165
Acropora5142	K05986
Acropora19867	K24737
Acropora12991	K07380
Acropora94327	K00254
Acropora5116	K24682
Acropora89255	K07179
Acropora55985	K06620
Acropora44377	K00852
Acropora76837	K00850
Acropora17714	K06662
Acropora23972	K08202
Acropora1978	K17968
Acropora61793	K20196
Acropora30038	K03741
Acropora3164	K21421
Acropora8480	K10345
Acropora40656	K26236
Acropora36225	K24014
Acropora22914	K02115
Acropora4324	K13113
Acropora12840	K05673
Acropora278	K03113
Acropora36412	K08399
Acropora25195	K19882
Acropora1669	K02150
Acropora85349	K03165
Acropora12215	K10586
Acropora22471	K13506
Acropora4438	K04681
Acropora79085	K08675
Acropora4440	K05751
Acropora18536	K09407
Acropora10708	K12304
Acropora23283	K02110
Acropora621	K05858
Acropora5963	K15164
Acropora25401	K07870
Acropora7909	K12867
Acropora21900	K09214
Acropora1207	K25550
Acropora7446	K12849
Acropora78758	K14297
Acropora8447	K03679
Acropora22493	K11849
Acropora6864	K26499
Acropora52130	K24427
Acropora19653	K06215
Acropora41826	K15423
Acropora15390	K18529
Acropora32951	K17087
Acropora492	K01601
Acropora29103	K10888
Acropora21606	K10380
Acropora4309	K01192
Acropora68061	K04615
Acropora37275	K04910
Acropora47567	K01758
Acropora20411	K11366
Acropora48247	K01338
Acropora21992	K14801
Acropora67202	K00026
Acropora648	K06569
Acropora71240	K07376
Acropora50788	K24464
Acropora6111	K10597
Acropora1324	K02993
Acropora2536	K01013
Acropora43334	K10865
Acropora32522	K11730
Acropora17302	K22857
Acropora676	K07897
Acropora4970	K14206
Acropora28315	K17849
Acropora56651	K03696
Acropora91297	K00801
Acropora28704	K00933
Acropora21536	K15027
Acropora3598	K03032
Acropora33593	K12571
Acropora2062	K03122
Acropora19575	K08272
Acropora75487	K09560
Acropora30809	K04978
Acropora9852	K11324
Acropora47739	K01077
Acropora79303	K05665
Acropora69073	K10392
Acropora22106	K00249
Acropora10453	K10159
Acropora2299	K08009
Acropora2179	K14397
Acropora14914	K07874
Acropora53810	K09549
Acropora24126	K18418
Acropora31332	K01689
Acropora36318	K02603
Acropora39177	K11085
Acropora22276	K18798
Acropora13436	K25473
Acropora27366	K00274
Acropora36564	K03030
Acropora17488	K04988
Acropora68825	K18669
Acropora21206	K04150
Acropora17258	K03424
Acropora83988	K01438
Acropora71417	K08770
Acropora69631	K05288
Acropora35934	K00901
Acropora5785	K05410
Acropora106	K11188
Acropora94358	K19513
Acropora27157	K01148
Acropora15670	K01672
Acropora23847	K17307
Acropora8219	K07232
Acropora5288	K11125
Acropora31902	K09848
Acropora31665	K13698
Acropora9044	K00264
Acropora32720	K15015
Acropora21791	K25460
Acropora7920	K22611
Acropora50036	K15110
Acropora34274	K25647
Acropora883	K15157
Acropora80966	K09022
Acropora25534	K01803
Acropora9958	K09571
Acropora18707	K10456
Acropora90946	K08727
Acropora52715	K00239
Acropora14261	K23970
Acropora75	K02957
Acropora8773	K01277
Acropora6498	K02970
Acropora7239	K24956
Acropora23961	K04515
Acropora11797	K11540
Acropora47506	K14772
Acropora23908	K18621
Acropora6776	K23490
Acropora11671	K16530
Acropora16017	K02998
Acropora20734	K00029
Acropora559	K12462
Acropora2747	K24936
Acropora64886	K05350
Acropora16250	K17424
Acropora24479	K17906
Acropora41371	K19657
Acropora47234	K23555
Acropora39530	K06188
Acropora1601	K06271
Acropora5238	K00362
Acropora75728	K00434
Acropora21178	K08673
Acropora27751	K15192
Acropora16281	K23789
Acropora63979	K03164
Acropora12208	K20839
Acropora16055	K12035
Acropora69027	K10664
Acropora28918	K24735
Acropora36920	K01382
Acropora42893	K10998
Acropora75697	K06620
Acropora22783	K25426
Acropora64630	K10407
Acropora29658	K10756
Acropora36129	K10900
Acropora24373	K17600
Acropora78096	K06997
Acropora30818	K09848
Acropora15403	K06693
Acropora1907	K06689
Acropora11980	K20880
Acropora1103	K10419
Acropora2945	K02739
Acropora65257	K12175
Acropora46938	K13990
Acropora46194	K17307
Acropora61350	K16669
Acropora34686	K10865
Acropora7982	K19626
Acropora11761	K07203
Acropora5501	K22378
Acropora18375	K03129
Acropora17235	K26157
Acropora59159	K04148
Acropora75409	K01120
Acropora55486	K03260
Acropora73862	K07198
Acropora463	K00418
Acropora8792	K02987
Acropora25804	K22210
Acropora1527	K17278
Acropora23910	K21879
Acropora27768	K03264
Acropora10662	K24125
Acropora4475	K05127
Acropora18449	K20217
Acropora13610	K01052
Acropora44619	K11789
Acropora20711	K18261
Acropora43055	K03259
Acropora16962	K24745
Acropora17867	K01488
Acropora16596	K20225
Acropora3804	K17339
Acropora3673	K01557
Acropora4059	K24419
Acropora69032	K03773
Acropora15518	K11590
Acropora67762	K10408
Acropora20222	K15261
Acropora34868	K12818
Acropora2081	K25456
Acropora58959	K11540
Acropora17347	K16471
Acropora44190	K21989
Acropora35754	K05048
Acropora24772	K15734
Acropora11920	K16732
Acropora54564	K01897
Acropora21883	K02976
Acropora24333	K24155
Acropora67162	K19672
Acropora50336	K24938
Acropora28214	K02920
Acropora5307	K07408
Acropora95683	K17545
Acropora42730	K01641
Acropora6816	K02183
Acropora13831	K20724
Acropora17770	K13186
Acropora43098	K02974
Acropora4604	K24683
Acropora38346	K04443
Acropora20903	K25450
Acropora18071	K10422
Acropora16178	K00699
Acropora13778	K20416
Acropora82481	K07376
Acropora2573	K13203
Acropora531	K01074
Acropora15728	K23298
Acropora44544	K12856
Acropora50358	K03233
Acropora35576	K04834
Acropora6404	K13093
Acropora18346	K10758
Acropora33286	K05236
Acropora27112	K16550
Acropora65674	K13412
Acropora39732	K04459
Acropora11150	K06278
Acropora34044	K06584
Acropora43255	K00871
Acropora58475	K06928
Acropora5754	K04358
Acropora29829	K00444
Acropora4992	K11162
Acropora55292	K24469
Acropora2027	K12947
Acropora67367	K13184
Acropora27121	K19607
Acropora18711	K09657
Acropora47650	K00465
Acropora594	K09584
Acropora22617	K16472
Acropora3963	K08334
Acropora4375	K08738
Acropora44499	K03686
Acropora57010	K13751
Acropora700	K00033
Acropora7781	K02953
Acropora14232	K07179
Acropora23929	K17916
Acropora53539	K13412
Acropora766	K06689
Acropora28407	K16620
Acropora33470	K24134
Acropora10337	K07951
Acropora61663	K03456
Acropora3522	K01052
Acropora34805	K05312
Acropora18854	K22197
Acropora30054	K06238
Acropora32607	K19041
Acropora87105	K06694
Acropora21221	K12233
Acropora12487	K07903
Acropora62481	K00318
Acropora79294	K09624
Acropora86144	K00249
Acropora32757	K14550
Acropora5196	K12896
Acropora7047	K03320
Acropora5918	K06841
Acropora43789	K00927
Acropora41220	K08735
Acropora81457	K00850
Acropora32199	K00213
Acropora69355	K03686
Acropora6509	K10630
Acropora72587	K00665
Acropora4490	K19911
Acropora34825	K12854
Acropora12445	K21954
Acropora72638	K07048
Acropora90316	K04849
Acropora19084	K20404
Acropora22314	K05305
Acropora8597	K23222
Acropora7503	K04461
Acropora46669	K11319
Acropora30066	K13412
Acropora4361	K00036
Acropora10719	K08834
Acropora9637	K20631
Acropora31503	K10406
Acropora31619	K13126
Acropora13049	K04043
Acropora61970	K02090
Acropora6979	K17824
Acropora61722	K04728
Acropora21813	K01897
Acropora61889	K01810
Acropora4038	K08291
Acropora49897	K02989
Acropora15413	K25048
Acropora5796	K02903
Acropora17033	K16545
Acropora13036	K20715
Acropora13050	K12818
Acropora39136	K03405
Acropora16005	K07953
Acropora31724	K12606
Acropora46414	K11204
Acropora66128	K22139
Acropora11510	K17543
Acropora15221	K01802
Acropora10238	K01930
Acropora13097	K02303
Acropora28796	K01374
Acropora33914	K03164
Acropora19177	K25435
Acropora36429	K01689
Acropora21772	K11206
Acropora5448	K10380
Acropora39245	K07300
Acropora22981	K04043
Acropora17917	K00021
Acropora4585	K11088
Acropora22577	K25811
Acropora12392	K22377
Acropora37408	K13100
Acropora22435	K17675
Acropora89503	K22133
Acropora41836	K03174
Acropora15133	K19750
Acropora31831	K10277
Acropora32159	K10149
Acropora20843	K04249
Acropora62423	K19036
Acropora77083	K12823
Acropora28354	K04842
Acropora25531	K03969
Acropora17676	K17499
Acropora25622	K01537
Acropora86338	K01913
Acropora23958	K01301
Acropora5375	K03032
Acropora46511	K00757
Acropora33685	K05658
Acropora21907	K01961
Acropora27028	K24735
Acropora620	K09209
Acropora5661	K22764
Acropora1642	K01166
Acropora38491	K00847
Acropora51775	K05768
Acropora20707	K10756
Acropora83507	K12477
Acropora74645	K20198
Acropora6565	K00815
Acropora17095	K20053
Acropora545	K00416
Acropora30396	K18041
Acropora38300	K16669
